record,score,price,state,variety
837,90,35,Washington,Sauvignon Blanc
838,90,32,California,Muscat
839,90,32,California,Rosé
840,90,60,California,Pinot Noir
841,90,25,California,Bordeaux-style Red Blend
842,89,70,Washington,Sangiovese
843,89,13,California,Chenin Blanc
844,89,15,New York,Rosé
845,89,30,California,Cabernet Sauvignon
846,89,20,California,Chardonnay
847,89,35,California,Syrah
848,89,34,California,Cabernet Sauvignon
849,89,24,Washington,Rosé
850,88,24,California,Sauvignon Blanc
851,88,25,California,Teroldego
852,88,30,California,Petit Verdot
853,88,62,California,Cabernet Sauvignon
854,88,85,California,Pinot Noir
855,88,32,California,Petite Sirah
856,88,10,Washington,Red Blend
857,88,10,Washington,Moscato
858,88,48,California,Rhône-style Red Blend
859,88,75,California,Malbec
860,88,32,California,Sangiovese
861,88,40,California,Zinfandel
862,88,,California,Chardonnay
863,88,30,California,Chardonnay
864,88,24,California,Viognier
865,88,14,California,Pinot Noir
866,88,12,Washington,Merlot
867,88,15,New York,Cabernet Sauvignon
868,94,36,California,Pinot Noir
869,94,64,California,Pinot Noir
870,94,55,California,Pinot Noir
871,94,46,California,Pinot Noir
872,94,60,California,Pinot Noir
873,94,40,California,Pinot Noir
874,94,40,California,Chardonnay
875,94,50,California,Pinot Noir
876,87,22,California,Cabernet Sauvignon
877,87,65,California,Cabernet Sauvignon
878,87,20,California,Cabernet Sauvignon
879,87,25,California,Cabernet Sauvignon
880,87,20,California,Cabernet Sauvignon
881,87,40,California,Zinfandel
882,87,30,California,Pinot Noir
883,87,35,California,Zinfandel
884,87,30,California,Chardonnay
885,87,15,California,Meritage
886,85,18,California,Sauvignon Blanc
887,85,20,California,Red Blend
888,85,17,California,Zinfandel
889,85,20,Oregon,Viognier
890,85,15,Oregon,Chardonnay
891,85,25,California,Cabernet Sauvignon
892,84,20,California,Sauvignon Blanc
893,84,16,California,Red Blend
894,90,33,California,Syrah
895,90,40,Washington,Red Blend
896,90,75,California,Cabernet Sauvignon
897,90,18,Washington,Chardonnay
898,90,14,California,Syrah
899,90,30,California,Merlot
900,90,30,California,Cabernet Sauvignon
901,85,12,California,White Blend
902,85,10,Washington,Sauvignon Blanc
903,85,10,California,Cabernet Sauvignon
904,85,12,California,Chardonnay
905,85,16,New York,Riesling
906,85,32,California,Syrah
907,85,6,Washington,Gewürztraminer
908,85,15,California,Chardonnay
909,85,10,California,Chardonnay
910,85,10,Washington,Merlot
911,85,18,New York,Traminette
912,85,10,California,Chardonnay
913,85,15,California,Pinot Gris
914,85,15,California,Chardonnay
915,85,29,California,Pinot Noir
916,85,15,Washington,Merlot
917,88,17,California,Zinfandel
918,88,35,Virginia,Merlot
919,88,13,California,Chardonnay
920,88,19,California,Pinot Noir
921,88,45,California,Syrah
922,88,15,California,Zinfandel
923,88,29,California,Grüner Veltliner
924,88,75,California,Cabernet Sauvignon
925,88,28,Washington,Malbec
926,88,35,Washington,Cabernet Sauvignon
927,88,11,Washington,Riesling
928,88,40,Washington,Bordeaux-style Red Blend
929,88,13,Washington,Chardonnay
930,87,18,Virginia,Chambourcin
931,87,25,America,Sparkling Blend
932,87,30,California,Zinfandel
933,87,25,Oregon,Pinot Noir
934,87,27,Oregon,Pinot Noir
935,87,28,Oregon,Rhône-style White Blend
936,87,30,California,Chardonnay
937,87,18,California,Chardonnay
938,87,27,America,Sparkling Blend
939,85,14,California,Chardonnay
940,85,24,California,Rhône-style White Blend
941,85,20,California,Cabernet Sauvignon
942,85,30,California,Cabernet Sauvignon
943,85,28,Oregon,Pinot Blanc
944,85,25,California,Rosé
945,85,50,Oregon,Pinot Noir
946,85,14,Oregon,Pinot Gris
947,85,10,California,Pinot Noir
948,85,25,Virginia,Viognier
949,90,55,California,Pinot Noir
950,90,14,California,Sauvignon Blanc
951,90,60,California,Cabernet Sauvignon
952,90,55,Oregon,Pinot Noir
953,90,65,California,Pinot Noir
954,90,15,California,Zinfandel
955,90,13,New York,Riesling
956,90,45,California,Cabernet Sauvignon
957,90,40,California,G-S-M
958,90,50,Washington,Bordeaux-style Red Blend
959,90,25,Washington,Syrah
960,90,30,Washington,Merlot
961,90,38,California,Chardonnay
962,90,33,California,Meritage
963,90,22,California,White Blend
964,90,45,California,Sémillon
965,90,15,California,Viognier
966,90,18,New York,Bordeaux-style Red Blend
967,90,11,California,Pinot Noir
968,90,38,California,Zinfandel
969,90,39,California,Cabernet Sauvignon
970,90,32,California,Zinfandel
971,88,50,California,Cabernet Sauvignon
972,88,32,California,G-S-M
973,88,38,California,Chardonnay
974,88,42,California,Red Blend
975,88,10,Washington,Riesling
976,88,25,Washington,Merlot
977,88,18,Washington,Red Blend
978,88,9,Washington,Riesling
979,88,12,Washington,Red Blend
980,88,35,Washington,Cabernet Franc
981,88,15,California,Chardonnay
982,88,35,California,Red Blend
983,88,40,California,Barbera
984,88,18,New York,Riesling
985,88,16,Washington,Syrah
986,88,75,California,Cabernet Sauvignon
987,88,40,California,Syrah
988,88,44,California,Rhône-style Red Blend
989,95,75,California,Chardonnay
990,95,32,Oregon,Riesling
991,94,43,California,Chardonnay
992,89,28,California,Merlot
993,89,70,California,Red Blend
994,89,14,California,Riesling
995,89,29,California,Syrah
996,89,22,California,Red Blend
997,89,24,California,Chardonnay
998,89,28,California,Chardonnay
999,89,16,New York,Riesling
1000,89,35,California,Petite Sirah
1001,89,17,California,Chardonnay
1002,89,24,California,Rhône-style White Blend
1003,89,55,California,Pinot Noir
1004,89,45,California,Cabernet Sauvignon
1005,89,45,California,Pinot Noir
1006,89,24,California,Merlot
1007,89,25,California,Rosé
1008,89,65,California,Cabernet Sauvignon
1009,89,28,California,Rhône-style White Blend
1010,89,25,California,Red Blend
1011,89,20,California,Grüner Veltliner
1012,89,55,Washington,Bordeaux-style Red Blend
1013,89,34,Washington,Cabernet Sauvignon
1014,89,30,Washington,Malbec
1015,89,29,Washington,Red Blend
1016,89,30,Washington,Rhône-style Red Blend
1017,89,24,Washington,Sémillon
1018,89,30,Washington,Malbec
1019,89,32,California,Merlot
1020,89,35,Washington,Bordeaux-style Red Blend
1021,89,33,Washington,Malbec
1022,89,45,Washington,Syrah
1023,89,45,Washington,Syrah
1024,89,35,Washington,Marsanne-Viognier
1025,89,32,Washington,Syrah
1026,89,50,Washington,Touriga Nacional
1027,89,45,California,Pinot Noir
1028,90,35,Washington,Malbec
1029,90,25,Washington,Merlot
1030,90,27,California,Chardonnay
1031,90,17,California,Rosé
1032,90,42,California,Pinot Noir
1033,90,52,California,Cabernet Sauvignon
1034,90,17,Washington,Syrah
1035,90,28,Washington,Syrah
1036,90,24,California,Sauvignon Blanc
1037,90,34,Washington,Syrah-Cabernet Sauvignon
1038,90,11,Washington,Sauvignon Blanc
1039,83,13,New Jersey,Riesling
1040,82,12,California,Cabernet Sauvignon
1041,82,12,California,Viognier
1042,82,10,California,Pinot Grigio
1043,82,18,California,Chardonnay
1044,82,55,California,Sangiovese
1045,82,27,California,Zinfandel
1046,82,13,California,Chardonnay
1047,82,13,Oregon,Pinot Gris
1048,82,24,California,Zinfandel
1049,82,14,California,Zinfandel
1050,90,24,California,Petite Sirah
1051,89,44,California,Syrah
1052,89,12,California,Chardonnay
1053,89,18,New York,Pinot Noir
1054,89,28,Washington,Cabernet Franc
1055,89,50,Washington,Merlot
1056,89,24,Washington,Syrah
1057,90,45,California,Zinfandel
1058,90,55,Washington,Bordeaux-style Red Blend
1059,90,30,Washington,Chardonnay
1060,90,45,California,Sparkling Blend
1061,90,52,California,Cabernet Franc
1062,90,65,California,Cabernet Sauvignon
1063,90,38,California,Pinot Noir
1064,90,45,Washington,Cabernet Sauvignon
1065,90,45,California,Pinot Noir
1066,90,15,Washington,Sémillon
1067,90,20,Washington,Semillon-Sauvignon Blanc
1068,90,36,California,Chardonnay
1069,90,34,California,Pinot Noir
1070,90,30,Washington,Cabernet Sauvignon
1071,90,65,California,Cabernet Sauvignon
1072,90,32,California,Sparkling Blend
1073,90,150,California,Cabernet Sauvignon
1074,87,22,California,Pinot Noir
1075,87,14,California,Fumé Blanc
1076,87,14,California,Pinot Noir
1077,87,95,California,Cabernet Sauvignon
1078,87,25,California,Semillon-Sauvignon Blanc
1079,87,45,California,Pinot Noir
1080,87,25,California,Pinot Noir
1081,87,15,California,Pinot Noir
1082,87,32,California,Pinot Noir
1083,87,35,California,Pinot Noir
1084,87,18,California,Pinot Gris
1085,86,13,California,Chardonnay
1086,86,29,California,Zinfandel
1087,86,12,California,Chardonnay
1088,86,70,California,Cabernet Franc
1089,86,8,California,Merlot
1090,86,19,California,Sauvignon Blanc
1091,86,23,California,Cabernet Sauvignon
1092,84,11,California,Chardonnay
1093,84,20,California,Garnacha
1094,84,13,California,Chardonnay
1095,84,50,California,Pinot Noir
1096,84,29,California,Cabernet Sauvignon
1097,84,8,California,Cabernet Sauvignon
1098,84,26,California,Cabernet Sauvignon
1099,84,20,California,Chardonnay
1100,83,25,California,Cabernet Sauvignon
1101,83,25,California,Chardonnay
1102,83,19,California,Pinot Noir
1103,84,32,California,Red Blend
1104,84,22,California,Pinot Noir
1105,84,10,California,Pinot Noir
1106,84,10,California,White Blend
1107,84,15,California,Chardonnay
1108,84,25,California,Red Blend
1109,84,25,California,Chardonnay
1110,84,20,California,Bordeaux-style Red Blend
1111,84,20,California,Zinfandel
1112,84,60,California,Pinot Noir
1113,84,20,California,Zinfandel
1114,84,10,California,Red Blend
1115,84,24,California,Pinot Noir
1116,84,13,California,White Blend
1117,87,16,New York,Sparkling Blend
1118,87,60,Washington,Syrah
1119,87,15,California,Merlot
1120,87,14,Washington,Chardonnay
1121,87,30,Washington,Malbec
1122,87,25,California,Zinfandel
1123,86,20,Washington,Tempranillo
1124,86,14,Washington,Red Blend
1125,86,18,California,Rosé
1126,86,35,California,Merlot
1127,86,12,Washington,Rosé
1128,88,24,California,Merlot
1129,88,15,Washington,Cabernet Sauvignon
1130,88,16,California,Cabernet Sauvignon
1131,88,9,California,Chardonnay
1132,88,24,Washington,Viognier
1133,88,25,California,Red Blend
1134,88,25,New York,Cabernet Franc
1135,88,42,California,Pinot Noir
1136,88,38,California,Grenache
1137,88,35,Washington,Grenache
1138,88,10,Idaho,Riesling
1139,88,27,California,Merlot
1140,91,30,Oregon,Pinot Noir
1141,91,44,California,Bordeaux-style Red Blend
1142,91,49,California,Pinot Noir
1143,91,38,California,Cabernet Sauvignon
1144,91,30,California,Pinot Noir
1145,91,50,California,Pinot Meunier
1146,91,55,California,Petite Sirah
1147,91,60,Oregon,Pinot Noir
1148,91,29,Washington,Merlot
1149,91,36,California,Petite Sirah
1150,91,25,California,Viognier
1151,91,75,California,Bordeaux-style Red Blend
1152,91,45,California,Pinot Noir
1153,91,35,California,Pinot Noir
1154,91,48,California,Grenache-Syrah
1155,91,48,California,G-S-M
1156,91,55,California,Pinot Noir
1157,91,34,Washington,Grenache
1158,86,15,Oregon,Pinot Noir
1159,86,40,California,Sparkling Blend
1160,86,35,Oregon,Pinot Noir
1161,86,40,California,Pinot Noir
1162,86,29,California,Pinot Noir
1163,84,9,Missouri,Seyval Blanc
1164,84,40,California,Syrah
1165,84,47,California,Bordeaux-style Red Blend
1166,84,24,California,Cabernet Sauvignon
1167,84,8,Texas,Muscat Canelli
1168,84,35,New Mexico,Dolcetto
1169,84,12,California,Chardonnay
1170,84,25,California,Red Blend
1171,84,75,Nevada,Zinfandel
1172,84,16,California,Viognier
1173,84,18,California,Rhône-style Red Blend
1174,84,23,Virginia,Sangiovese
1175,84,26,New York,Sauvignon Blanc
1176,84,13,Washington,Syrah
1177,84,22,California,Barbera
1178,84,32,Washington,Cabernet Franc
1179,84,18,New York,Cabernet Sauvignon
1180,84,16,New York,Riesling
1181,83,26,Washington,Malbec
1182,86,30,Oregon,Pinot Noir
1183,86,37,Oregon,Pinot Noir
1184,86,12,California,Cabernet Sauvignon
1185,86,25,California,Merlot
1186,86,13,California,Syrah
1187,86,29,California,Chardonnay
1188,85,75,Oregon,Pinot Noir
1189,85,26,California,Zinfandel
1190,85,35,California,Barbera
1191,85,32,California,Rhône-style Red Blend
1192,85,18,Virginia,Merlot
1193,85,10,California,Cabernet Sauvignon
1194,91,30,California,Pinot Noir
1195,91,30,California,Red Blend
1196,91,60,California,Red Blend
1197,91,19,California,Zinfandel
1198,91,24,Oregon,Rosé
1199,91,32,California,Zinfandel
1200,91,48,California,Pinot Noir
1201,91,50,California,Chardonnay
1202,91,40,California,Cabernet Sauvignon
1203,93,90,California,Bordeaux-style Red Blend
1204,93,55,Washington,Bordeaux-style Red Blend
1205,93,55,Washington,Cabernet Sauvignon
1206,93,30,Washington,Merlot
1207,93,75,California,Cabernet Sauvignon
1208,92,34,Washington,Syrah
1209,92,50,Washington,Bordeaux-style Red Blend
1210,92,49,California,Pinot Noir
1211,92,30,Washington,Rhône-style Red Blend
1212,92,37,Washington,Sauvignon Blanc-Semillon
1213,92,37,Washington,Red Blend
1214,92,33,Washington,Cabernet Sauvignon
1215,92,38,California,Petite Sirah
1216,92,35,California,Petite Sirah
1217,92,75,California,Cabernet Sauvignon
1218,88,23,California,Merlot
1219,88,25,Washington,Syrah
1220,88,25,Washington,Merlot
1221,88,13,Washington,Riesling
1222,88,19,California,Sangiovese
1223,88,14,Washington,Riesling
1224,88,32,Washington,Grenache Blanc
1225,88,20,California,Viognier
1226,88,16,California,Red Blend
1227,88,25,Oregon,Grenache
1228,88,40,California,Bordeaux-style Red Blend
1229,88,18,California,Barbera
1230,88,27,Washington,Gewürztraminer
1231,88,50,Oregon,Pinot Noir
1232,95,100,California,Cabernet Sauvignon
1233,95,60,California,Pinot Noir
1234,95,36,Washington,Bordeaux-style White Blend
1235,94,25,Washington,Roussanne
1236,94,45,California,Syrah
1237,94,80,California,Syrah
1238,94,60,California,Pinot Noir
1239,94,75,California,Bordeaux-style Red Blend
1240,94,75,California,Bordeaux-style Red Blend
1241,94,45,Washington,Bordeaux-style Red Blend
1242,94,125,California,Bordeaux-style Red Blend
1243,94,40,Washington,Merlot-Cabernet Franc
1244,94,36,Washington,Syrah
1245,88,17,California,Sauvignon Blanc-Semillon
1246,88,11,Washington,Pinot Grigio
1247,88,35,California,Cabernet Sauvignon
1248,88,25,Washington,Bordeaux-style Red Blend
1249,88,35,California,Syrah
1250,88,145,California,Bordeaux-style Red Blend
1251,84,35,California,Syrah-Petite Sirah
1252,84,52,California,Grenache-Syrah
1253,84,11,California,Cabernet Sauvignon
1254,84,32,California,Pinot Noir
1255,84,38,Oregon,Pinot Noir
1256,84,13,California,Cabernet Sauvignon
1257,84,18,California,Pinot Noir
1258,84,10,California,Chardonnay
1259,84,28,California,Touriga Nacional
1260,84,15,Oregon,Pinot Blanc
1261,84,35,Oregon,Claret
1262,84,12,California,Pinot Noir
1263,84,10,California,Chardonnay
1264,83,32,California,Primitivo
1265,83,8,California,Zinfandel
1266,89,44,California,Pinot Noir
1267,89,28,Washington,Syrah
1268,89,30,California,Meritage
1269,89,25,Washington,Red Blend
1270,89,30,Washington,Syrah
1271,89,22,Washington,Merlot
1272,89,22,California,Sauvignon Blanc
1273,89,50,California,Cabernet Sauvignon
1274,89,30,Washington,Malbec
1275,86,11,California,Chardonnay
1276,86,85,California,Red Blend
1277,86,20,Oregon,Pinot Noir
1278,86,42,California,Bordeaux-style Red Blend
1279,86,14,California,Cabernet Sauvignon
1280,86,40,California,Bordeaux-style Red Blend
1281,90,38,California,Red Blend
1282,90,42,California,Sparkling Blend
1283,90,65,Washington,Bordeaux-style Red Blend
1284,90,12,California,Rhône-style Red Blend
1285,90,38,California,Pinot Noir
1286,90,28,New York,Cabernet Franc
1287,90,50,California,Pinot Noir
1288,90,22,California,Cabernet Sauvignon
1289,90,20,Washington,Sangiovese
1290,90,15,Washington,Riesling
1291,90,15,California,Red Blend
1292,90,55,California,Cabernet Sauvignon
1293,90,36,California,Chardonnay
1294,90,22,California,Sparkling Blend
1295,88,32,Washington,Syrah
1296,88,21,California,Zinfandel
1297,88,17,California,Merlot
1298,88,35,California,Merlot
1299,88,28,California,Cabernet Sauvignon
1300,88,35,California,Cabernet Sauvignon
1301,88,27,Oregon,Chardonnay
1302,88,60,California,G-S-M
1303,88,35,California,Petite Sirah
1304,88,35,Oregon,Pinot Noir
1305,88,35,California,G-S-M
1306,88,70,California,Chardonnay
1307,88,19,California,Merlot
1308,86,15,California,Cabernet Sauvignon
1309,86,9,Washington,Sauvignon Blanc
1310,86,30,Washington,Primitivo
1311,86,55,California,Cabernet Sauvignon
1312,86,20,Washington,Red Blend
1313,86,18,California,White Blend
1314,86,35,California,Sangiovese
1315,86,22,California,Pinot Noir
1316,86,55,California,Zinfandel
1317,86,30,California,Merlot
1318,86,35,Washington,Pinot Noir
1319,86,30,Washington,Syrah
1320,86,30,California,Merlot
1321,86,40,Washington,Bordeaux-style Red Blend
1322,86,25,California,Moscato
1323,87,18,California,Rosé
1324,87,38,California,Pinot Noir
1325,87,42,California,Pinot Noir
1326,87,32,Washington,Syrah
1327,87,23,Washington,Viognier
1328,87,35,Washington,Syrah
1329,87,17,California,Sauvignon Blanc
1330,87,28,California,Chardonnay
1331,87,18,California,Roussanne
1332,87,34,California,Zinfandel
1333,87,55,California,Cabernet Blend
1334,87,20,California,White Blend
1335,87,22,California,Pinot Noir
1336,87,80,California,Cabernet Sauvignon
1337,87,27,California,Cabernet Sauvignon
1338,87,32,California,Pinot Noir
1339,87,40,California,Pinot Noir
1340,87,25,Washington,Red Blend
1341,87,27,California,Pinot Noir
1342,87,47,California,Pinot Noir
1343,87,18,California,Red Blend
1344,84,24,California,Chardonnay
1345,84,16,New York,Riesling
1346,84,13,New York,Rosé
1347,84,14,New York,Grüner Veltliner
1348,84,10,California,Chardonnay
1349,84,17,New York,Chardonnay
1350,84,50,California,Cabernet Sauvignon
1351,84,14,New York,Riesling
1352,84,18,New York,Cabernet Franc
1353,84,44,California,Red Blend
1354,84,30,New York,Cabernet Sauvignon
1355,92,69,California,Cabernet Sauvignon
1356,92,260,California,Cabernet Sauvignon
1357,92,45,California,Petite Sirah
